320.1, 196.78, 298.03, 258.87, 190.72, 300.32, 291.35, 330.19, 222.69, 284.2, 271.56, 196.17, 238.7, 242.89, 220.61, 338.94, 244.29, 223.1, 286.8, 294, 173.49, 286.43, 275.08, 131.59, 287.51, 284.44, 117.28, 289.73, 291.87, 102.04, 292.49, 296.97, 85.12, 290.39, 310.15, 63.49, 306.02, 171.39, 217.03, 282.03, 171.25, 213.78, 104.76, 272.81, 29.33, 116.12, 286.17, 57.96, 257.59, 243.93, 45.42, 129.88, 293.75, 17.19, 181.86, 348.35, 38.16, 457.74, 301.92, 75.21, 393.82, 358.35, 39.52, 481.26, 286.28, 42.58, 439.96, 299.68, 36.32, 319.83, 245.62, 47.25
321.03, 197.36, 296.47, 258.09, 190.94, 298.76, 291.5, 329.84, 219.91, 284.06, 270.49, 195.11, 238.86, 240.41, 225.2, 339.55, 240.99, 227.55, 286.64, 293.41, 174.43, 286.82, 275.8, 128.87, 286.9, 286.73, 116.09, 289.44, 295.92, 101.52, 292.04, 301.48, 85.42, 289.19, 314.39, 63.39, 305.36, 168, 219.07, 281.97, 167.93, 216.64, 107.49, 273.78, 31.34, 118.4, 287.32, 57.88, 257.33, 243.51, 46.57, 133.99, 297.95, 20.12, 183.8, 351.86, 35.84, 456.69, 294.95, 74.16, 388.78, 355.17, 41.2, 479.13, 283.17, 40.78, 438.41, 297.71, 36.83, 319.62, 244.49, 50.29
320.47, 195.65, 297.83, 259.76, 190.52, 298.08, 290.84, 333.36, 225.44, 283.75, 267.8, 195.27, 238.02, 240.43, 229.3, 340.83, 239.81, 229.86, 285.89, 292.98, 175.09, 287.27, 276.73, 124.93, 287.13, 288.42, 112.02, 289.67, 296.18, 97, 292.69, 303.66, 79.61, 289.94, 315.75, 57.63, 303.74, 165.12, 214.93, 279.89, 165.8, 214.06, 108.59, 269.02, 38.47, 119.05, 286.76, 65.58, 256.31, 238.83, 46.64, 138.53, 299.85, 27.51, 196.14, 352.98, 37.89, 455.73, 285.39, 82.37, 384.35, 352.11, 42.36, 477.98, 276.04, 51.65, 441.39, 292.21, 43.02, 320.08, 237.57, 48.24
319.16, 194.63, 300.08, 260.73, 190.27, 300.64, 290.79, 334.8, 230.77, 283.91, 269.24, 197.23, 237.92, 242.74, 222.77, 339.41, 244.37, 223.84, 286.34, 294.07, 174.17, 286.92, 275.66, 128, 288.19, 285.65, 112.95, 290.03, 290.65, 96.73, 292.87, 297.04, 78.43, 291.16, 308.8, 56.86, 303.5, 170.62, 212.28, 278.86, 171.21, 210.36, 105.74, 266.73, 37.85, 116.99, 283.9, 66.56, 256.32, 240.45, 44.4, 133.92, 294.12, 25.56, 195.46, 348.91, 41.54, 456.89, 293.7, 82.7, 388.55, 355.73, 40.21, 479.02, 279.5, 51.58, 442.78, 294.42, 41.24, 319.15, 240.33, 43.13
318.71, 194.26, 300.82, 260.53, 189.34, 301.51, 290.61, 334.64, 232.54, 284.02, 270.58, 198.61, 237.31, 243.82, 221.87, 339.59, 245.54, 222.93, 287.33, 295.9, 175.23, 286.76, 274.22, 127.25, 288.16, 284.48, 112.76, 290.04, 289.19, 95.45, 292.91, 293.93, 76.79, 290.98, 305.24, 54.61, 304.63, 171.34, 214.55, 279.43, 171.63, 211.87, 103.51, 272.72, 29.38, 114.66, 286.52, 58.14, 257, 241.97, 40.94, 129.62, 295.38, 15.29, 193.73, 351.04, 36.37, 458.96, 301.47, 74.74, 389.59, 356.47, 36.27, 482.15, 282.21, 40.85, 445.65, 296.63, 33.18, 317.89, 241.07, 39.31
319.99, 196.96, 298.2, 260.69, 190.35, 297.48, 288.97, 329.78, 223.02, 284.16, 269.13, 195, 236.71, 247.66, 227.66, 342.52, 242.62, 225.66, 285.96, 293, 173.67, 286.49, 275.75, 128.77, 287.2, 284.52, 114.95, 290.06, 292.24, 100.46, 294.44, 300.37, 81.95, 292.39, 313.42, 61.06, 308.35, 165.81, 213.76, 283.72, 166.06, 212.23, 104.68, 269.67, 33.99, 116.34, 287.14, 65.97, 258.33, 234.77, 49.61, 133.81, 295.69, 23.61, 189.6, 347.21, 41.05, 460.98, 293.23, 82.92, 398.5, 354.33, 41.56, 485.9, 279.85, 55.69, 445.97, 294.2, 43.54, 324.49, 234.42, 49.61
318.62, 195.1, 300.61, 261.55, 189.66, 300.24, 288.04, 335.56, 236.39, 284.1, 269.48, 199.48, 235.61, 246.82, 226.14, 340.59, 245.44, 223.27, 287.89, 296.06, 176.16, 287.24, 273.85, 124.65, 288.94, 283.93, 109.96, 290.33, 288.08, 92.85, 293.22, 293.5, 73.87, 291.79, 301.7, 52.55, 304.05, 171.35, 212.95, 278.3, 171.48, 211.66, 106.62, 264.9, 43.29, 120.17, 280.07, 70.71, 257.48, 237.16, 44.93, 136.46, 294.35, 31.6, 203.91, 349.72, 44.44, 464.2, 291.31, 74.96, 389.47, 349.9, 39.76, 480.79, 275.34, 40.14, 448.44, 290.98, 34.3, 318.96, 236.88, 40.01
319.58, 195.71, 299.1, 260.85, 189.65, 298.21, 288.84, 332.81, 228.8, 284, 268.67, 196.78, 236.16, 245.89, 229.47, 342.27, 242.22, 227.22, 286.77, 294.56, 175.66, 286.99, 275.09, 124.66, 287.53, 285.59, 111.48, 290.04, 292.31, 95.65, 293.83, 299.3, 76.94, 291.5, 310.28, 55.27, 306.26, 165.86, 214.5, 281.22, 166.22, 213.41, 105.86, 270.5, 35.31, 117.5, 286.71, 64.64, 257.73, 235.69, 46.22, 135.51, 298.53, 23.81, 197.7, 351.5, 38.44, 461.42, 290.85, 78.13, 391.19, 351.34, 39.87, 483.72, 276.56, 47.1, 447.65, 292.1, 38.28, 321.48, 233.97, 44.96
317.87, 193.53, 302.26, 261.92, 188.49, 301.31, 288.98, 335.88, 237.38, 284.05, 270.04, 199.8, 235.65, 247.36, 223.98, 341.13, 246.55, 222.38, 287.7, 296.94, 176.1, 286.79, 273.42, 125.01, 288.5, 283.38, 110.45, 290.37, 286.82, 92.29, 293.9, 291.91, 72.21, 292.23, 301.99, 50.16, 305.58, 170.49, 212.79, 279.36, 170.87, 210.63, 102.19, 272.18, 29.88, 113.91, 286.47, 60.15, 257.53, 237.99, 40.36, 129.52, 295.74, 15.42, 200.36, 351.04, 37.03, 462.48, 301.12, 74.59, 391.77, 354.41, 34.84, 485.52, 279.4, 41.22, 451.31, 294.18, 31.88, 318.8, 235.68, 35.93
319.79, 195.24, 298.99, 258.95, 190.07, 301.05, 292.47, 332.01, 224.68, 284, 271.1, 196.44, 239.09, 240.66, 220.44, 338.81, 243.79, 224.34, 286.57, 294.42, 174.01, 286.5, 275.3, 130.01, 287.26, 285.7, 116.08, 289.64, 292.58, 100.02, 292.34, 297.5, 82.72, 289.87, 311.34, 60.31, 305.09, 170.31, 216.86, 281.06, 170.55, 213.53, 103.73, 276.18, 24.07, 113.57, 289.63, 52.7, 256.79, 245.28, 41.81, 128.11, 296.21, 10.19, 183.51, 351.24, 33.08, 454.78, 303.64, 75.8, 389.69, 359.81, 37.15, 481.05, 286.45, 43.13, 440.31, 300.17, 35.53, 318.26, 245.24, 44.25
318.71, 193.58, 301.07, 260.9, 189.15, 301, 290.9, 335.42, 232.68, 283.86, 269.45, 197.98, 237.35, 243.1, 223.61, 340.27, 244.37, 224.67, 286.7, 295.37, 175.26, 286.83, 274.93, 126, 287.85, 285.64, 111.8, 290.03, 290.38, 94.55, 293.22, 296.13, 75.5, 291.08, 308.11, 53.14, 304.42, 169.06, 213.4, 279.28, 169.73, 211.21, 103.45, 272.92, 28.89, 113.68, 288.49, 58.38, 256.54, 240.5, 40.69, 130.42, 297.16, 14.62, 196.1, 352.07, 34.91, 457.17, 298.72, 78.78, 387.97, 356.42, 36.35, 482.31, 280.47, 46.86, 446.18, 295.38, 36.45, 318.4, 238.33, 39.44
318.87, 196.49, 299.82, 261.38, 190.28, 299.86, 287.45, 333.31, 233.36, 284.31, 270.28, 198.94, 235.61, 248.92, 224.77, 340.52, 246.37, 221.32, 287.91, 295.49, 175.11, 286.98, 273.73, 127.47, 289.07, 282.44, 112.2, 290.4, 287.13, 95.93, 293.45, 292.71, 77.28, 292.41, 301.18, 56.7, 305.4, 172.72, 213.02, 279.77, 172.51, 211.41, 106.53, 262.9, 45.31, 121.13, 277.92, 73.61, 258.25, 236.64, 47.94, 136.19, 291.34, 34.87, 199.23, 346.24, 48.4, 466.1, 292.64, 75.22, 395, 350.49, 41.4, 481.81, 277.21, 41.26, 447.59, 292.02, 35.56, 320.7, 238.12, 42.98
320.83, 197.08, 296.75, 258.8, 190.8, 298.24, 289.93, 332.49, 225.73, 283.96, 269.2, 196.55, 237.56, 240.65, 229.51, 340.02, 240.22, 229.31, 287.35, 294.23, 176.25, 287.5, 275.42, 124.4, 287.55, 287.5, 111.96, 289.59, 295.83, 96.81, 291.79, 301.34, 80.45, 289.02, 311.05, 58.49, 303.37, 167.61, 218.36, 279.49, 167.59, 217.25, 110.66, 268.81, 41.98, 122.96, 282.91, 65.79, 257.07, 240.94, 47.24, 140.21, 299.42, 31.76, 195.92, 353.94, 39.47, 459.69, 285.51, 72.31, 383.18, 348.86, 42.85, 476.22, 276.12, 36.22, 440.72, 292.38, 35.29, 318.41, 241.37, 48.32
322.72, 199.33, 293.44, 256.82, 190.92, 294.9, 291.25, 325.16, 209.21, 284.04, 269.51, 191.79, 238.64, 240.42, 233.08, 342.64, 235.7, 234.33, 285.89, 291.96, 174.92, 286.71, 276.8, 126.96, 284.97, 288.76, 117.18, 289.02, 302.36, 104.54, 292.81, 309.63, 89.15, 288.51, 324.67, 66.71, 308.99, 159.62, 223.31, 286.42, 159.48, 221.58, 108.05, 281.57, 23.2, 117.54, 294.95, 50.81, 258.49, 240.1, 49.88, 135.29, 305.21, 13.24, 177.49, 355.68, 28.18, 456.59, 291.3, 72.86, 390.99, 353.16, 42.13, 483.52, 282.65, 42.31, 438.84, 297.6, 38.4, 323.28, 239.32, 58.14
318.65, 193.86, 300.99, 261.16, 188.72, 300.26, 289.31, 336.05, 235.64, 283.9, 269.14, 199.11, 235.94, 244.55, 227.52, 341.28, 243.77, 226.15, 287.63, 296.54, 177, 287.19, 274.04, 122.54, 288.07, 285.54, 109.22, 290.1, 290.3, 91.5, 293.28, 295.56, 72.24, 290.98, 305.21, 49.77, 304.44, 168.08, 214.6, 278.77, 168.54, 213.11, 104.85, 272.68, 32.27, 116.18, 287, 60.17, 257.1, 238.36, 40.9, 133.3, 299.29, 18.47, 202.58, 354.37, 35.1, 461.16, 294.91, 73.34, 386.13, 351.64, 36.27, 482.73, 276.63, 38.72, 449.43, 292.49, 31.9, 317.98, 235.54, 38.05
319.32, 196.99, 298.97, 259.83, 189.71, 300.13, 288.19, 331.53, 230.32, 284.4, 271.96, 199.23, 235.87, 247.46, 224.61, 340.35, 245.64, 222.6, 288.84, 296.84, 176.26, 286.84, 272.68, 126.95, 288.38, 282.48, 113.28, 290.07, 288.71, 96.6, 292.85, 292.27, 78.75, 290.96, 301.07, 57.16, 306.58, 172.2, 218.27, 281.15, 171.54, 215.67, 105.41, 272.17, 33.78, 119.28, 282.49, 60.69, 258.93, 240.53, 44.75, 132.11, 294.81, 21.76, 192.42, 350.41, 39.84, 466.42, 300.39, 64.37, 393.96, 351.49, 37.91, 483.67, 281.55, 26.58, 447.31, 295.86, 26.22, 318.96, 241.56, 42.2
319.94, 196.54, 298.19, 258.23, 189.95, 301.08, 290.72, 331.86, 227.48, 284.22, 272.42, 198.64, 237.8, 241.7, 222.46, 338.51, 244.17, 224.35, 288.62, 296.59, 176.26, 286.93, 273.33, 127.39, 287.85, 284.62, 114.37, 289.62, 291.78, 97.66, 291.48, 294.28, 81.12, 288.92, 304.38, 58.57, 304.66, 172.5, 220.87, 280.19, 171.95, 217.59, 106.19, 276.34, 28.53, 118.38, 285.24, 53.06, 257.82, 246.43, 41.76, 130.76, 297, 15.27, 187.28, 353.73, 34.18, 460.95, 302.63, 62.3, 387.27, 354.18, 36.97, 479.75, 284.6, 22.5, 441.89, 298.92, 24.53, 316.04, 247.51, 42.56
320.59, 195.69, 297.61, 258.46, 190.71, 299.88, 292.29, 333.37, 225.02, 283.81, 269.58, 196.13, 239.21, 237.5, 224.87, 338.56, 240.89, 228.23, 286.6, 293.82, 175.14, 287.22, 276.1, 126.65, 287.3, 288.23, 113.59, 289.44, 295.95, 98.05, 291.4, 301.24, 81.75, 288.56, 313.27, 59.25, 302.44, 168.75, 217.61, 278.98, 169.1, 215.56, 108.59, 271.76, 34.74, 118.96, 286.27, 59.51, 255.99, 244.93, 43.82, 135.75, 298.82, 22.59, 190.68, 354.01, 35.54, 454.13, 291.64, 75.93, 381.52, 354.51, 40.78, 475.29, 280.47, 41.21, 437.71, 295.98, 37.16, 316.98, 245.02, 46.67
320.35, 195.05, 298.24, 258.86, 190.92, 300.43, 293.23, 333.54, 224.2, 283.75, 269.34, 195.34, 240.01, 237.17, 222.13, 338.14, 241.66, 226.8, 285.67, 292.82, 173.67, 286.94, 276.92, 129.04, 287.27, 288.19, 114.98, 289.5, 295.32, 99.68, 291.71, 301.52, 83.04, 289.17, 315.32, 60.77, 302.42, 169.25, 215.2, 279.14, 169.92, 212.86, 107.16, 270.56, 33.41, 116.67, 287.18, 60.24, 255.45, 245.15, 43.81, 133.83, 296.76, 20.93, 187.96, 351.55, 36.52, 451.16, 293.54, 82.72, 383.52, 358.1, 40.94, 475.48, 282.33, 51.26, 436.36, 297.23, 42.52, 317.82, 245.35, 47.06
319.54, 193.99, 299.8, 260, 190.51, 301.11, 292.97, 334.83, 227.56, 283.73, 269.04, 195.91, 239.6, 238.96, 220.71, 338.43, 243.3, 224.88, 285.4, 293, 173.23, 286.79, 276.84, 129.45, 287.62, 287.31, 114.45, 289.76, 292.88, 98.56, 292.39, 299.6, 80.81, 290.31, 313.65, 58.76, 302.62, 169.93, 212.38, 278.78, 170.87, 210.02, 105.3, 269.12, 33.06, 114.68, 287.2, 61.95, 255.31, 243.52, 42.89, 132.13, 295.03, 19.89, 190.46, 349.76, 37.89, 451.28, 295.41, 86.71, 385.8, 359.54, 39.89, 477.22, 282.17, 57.23, 438.77, 296.82, 44.63, 318.4, 243.1, 44.38
319.99, 195.67, 298.54, 260.28, 189.84, 298.04, 289.93, 332.35, 226, 283.91, 268.47, 195.77, 237.03, 243.8, 229.26, 341.99, 241.07, 228.5, 286.24, 293.83, 175.24, 286.94, 275.81, 125.2, 287.07, 286.71, 112.36, 289.85, 294.21, 96.94, 293.58, 301.52, 78.68, 290.92, 313.78, 56.74, 306.04, 164.77, 215.07, 281.53, 165.28, 213.85, 105.96, 272.19, 32.69, 116.59, 288.82, 61.99, 257.31, 237.04, 45.95, 135.08, 299.68, 21, 194.59, 352.32, 36.1, 458.56, 290.9, 79.92, 389.71, 352.88, 40.05, 482.87, 277.73, 49.81, 445.36, 293.22, 40.17, 321.38, 235.13, 46.59
319.76, 195.93, 298.7, 260.02, 189.52, 298.71, 289.04, 332.97, 229.37, 284.03, 269.5, 197.66, 236.23, 244.42, 229.36, 341.53, 242.05, 227.7, 287.63, 295.59, 176.7, 287.17, 274.35, 123.61, 287.59, 285.78, 111.08, 289.88, 292.81, 94.78, 293.03, 298.26, 76.73, 290.4, 308.18, 54.57, 305.53, 166.91, 217.2, 280.56, 166.98, 215.78, 106.72, 272.87, 33.94, 118.64, 286.39, 60.89, 257.81, 238.39, 44.53, 135.42, 299.82, 21.94, 197.36, 353.98, 36.08, 462.14, 292.36, 71.14, 387.93, 350.23, 38.83, 482.29, 277.23, 36.27, 446.88, 292.96, 32.29, 319.37, 236.94, 43.69
320.11, 197.32, 297.78, 259.69, 191.11, 299.23, 289.45, 331.46, 226.09, 284.2, 270.28, 196.76, 237.5, 244.45, 224.48, 339.58, 243.76, 223.97, 287.12, 293.89, 174.29, 286.95, 275.09, 129.04, 288.18, 284.6, 114.57, 289.93, 291.54, 99.56, 292.56, 297.37, 82.5, 290.84, 307.91, 61.55, 304.84, 171.2, 215.42, 280.54, 171.04, 213.52, 108.04, 265.38, 42.57, 121.26, 280.42, 69.59, 257.64, 240.12, 48.8, 136.68, 293.18, 32.57, 191.52, 347.61, 45.22, 461.2, 291.51, 76.56, 391.95, 352.54, 43.01, 478.84, 279.68, 43.2, 441.47, 294.38, 38.37, 320.39, 242.27, 48.07
320.15, 194.75, 298.58, 259.66, 189.3, 298.31, 291.02, 333.54, 226.5, 283.72, 268.2, 195.94, 237.45, 240.61, 230.52, 341.83, 239.47, 231.2, 286.36, 294.44, 176.4, 287.16, 275.88, 122.71, 286.61, 288.5, 111.03, 289.6, 296.41, 94.99, 293.01, 303.03, 76.99, 289.62, 315.46, 54.03, 305.01, 163.08, 217.01, 280.7, 163.78, 215.77, 106.15, 276.95, 27.42, 115.43, 292.38, 55.17, 256.69, 239.25, 42.58, 134.49, 303.77, 14.31, 195.61, 356.97, 29.62, 456.1, 291.37, 76.72, 383.69, 352.81, 37.99, 481.78, 277.57, 44.75, 444.85, 293.69, 36.85, 319.23, 235.77, 44.72
319.62, 195.08, 299.21, 259.64, 188.96, 299.44, 290.32, 332.9, 228.39, 283.97, 270, 197.51, 236.84, 243.04, 227.71, 341.38, 242.05, 227.92, 287.45, 295.95, 176.66, 286.92, 274.32, 124.02, 287.09, 286.12, 111.89, 289.74, 293.28, 95.1, 293.02, 298.25, 76.91, 290, 309.72, 54.04, 306.05, 166.26, 218.21, 281.15, 166.47, 216.09, 104.46, 278.67, 24.3, 114.83, 291.13, 52.17, 257.6, 240.61, 41.27, 131.04, 301.47, 10.43, 193.1, 355.8, 29.88, 459.61, 298.7, 69.98, 387.55, 353.57, 35.82, 484.02, 280.65, 35.37, 446.79, 295.85, 30.29, 318.57, 238.06, 41.97
319.1, 193.54, 300.58, 261.17, 190.33, 300.63, 291.85, 336.08, 230.75, 283.69, 267.95, 196.26, 238.65, 240.94, 222.7, 339.4, 243.53, 224.89, 285.24, 292.94, 173.43, 286.93, 276.93, 128, 287.96, 287.11, 112.61, 290.01, 291.75, 96.56, 293.04, 299.48, 77.92, 291.29, 312.68, 56.27, 302.56, 169.12, 209.87, 278.21, 170.27, 208.31, 105.54, 265.49, 38.1, 115.45, 285.58, 67.91, 255.29, 239.91, 44.02, 134.38, 294.64, 25.52, 196.85, 348.81, 41.09, 452.88, 291.05, 90.43, 386.45, 357.47, 40.77, 477.88, 278.5, 62.47, 441.56, 293.73, 47.49, 319.48, 238.82, 43.46
319.26, 194.95, 299.74, 261.1, 189.73, 299.13, 288.81, 335.66, 233.87, 283.89, 268.22, 198.16, 236.12, 244.15, 229.29, 341.14, 242.61, 227.08, 287.22, 295.16, 176.48, 287.46, 274.94, 122.8, 288.25, 286.27, 109.19, 290.09, 291.66, 92.62, 293.05, 297.99, 74.02, 290.96, 307.02, 52.26, 303.48, 167.87, 213.61, 278.3, 168.33, 212.94, 107.98, 266.37, 42.67, 120.29, 282.79, 69.42, 256.88, 236.82, 45.13, 138.71, 298.04, 31.21, 204.82, 352.52, 41.24, 461.31, 286.4, 77.44, 385.24, 349.01, 40.65, 479.4, 273.36, 43.72, 446.92, 289.83, 37.15, 319.03, 235.33, 42.25
320.1, 197.02, 297.97, 260.17, 190.3, 297.84, 289.23, 329.95, 223.27, 284.16, 269.58, 195.46, 236.88, 246.5, 227.41, 341.99, 242.48, 225.98, 286.4, 293.54, 174.22, 286.6, 275.41, 128.24, 287.22, 284.76, 114.77, 289.95, 292.65, 100.01, 293.92, 299.9, 81.93, 291.69, 312.44, 60.72, 307.79, 166.45, 215.28, 283.25, 166.55, 213.55, 105.2, 271.07, 33.09, 116.92, 287.06, 63.64, 258.27, 236.59, 48.5, 133.7, 296.45, 22.35, 189.23, 348.7, 39.54, 460.99, 294.12, 79.18, 396.29, 353.91, 40.96, 484.82, 280.35, 49.77, 445.21, 294.81, 40.31, 323.15, 236.39, 48.89
318.99, 194.02, 300.59, 261.28, 189.3, 299.57, 290.64, 333.8, 229.05, 283.86, 268.61, 196.28, 237.25, 244.65, 225.4, 341.68, 243.35, 225.67, 285.75, 294.02, 174.3, 286.59, 275.82, 126.87, 287.32, 285.78, 112.78, 290.07, 291.42, 96.51, 294.17, 298.97, 77.09, 291.96, 312.55, 55.13, 306.2, 166.19, 212.1, 281.21, 167.06, 210.29, 102.68, 272.77, 27.84, 112.37, 290.63, 59.92, 256.86, 237.26, 43.26, 130.55, 297.49, 14.42, 193.97, 350.41, 35.34, 456.64, 296.99, 84.68, 392.19, 357.18, 37.57, 484.94, 280.18, 57.04, 446.88, 294.89, 42.26, 321.4, 234.59, 42.84
